"VarName","VarDesc","Details"
"HEQ040","Please look at the drugs on this card that are prescribed for Hepatitis C. {Were you/ Was/s/he/SP} ever prescribed any medicine to treat Hepatitis C?","[HEQ_H, HEQ_I, HEQ_J]
(Questionnaire / Hepatitis)"
"HHfdsec","Household food security category for last 12 months","[FSQ, FSQ_B]
(Questionnaire / Food Security)"
"HID010","The (first/next) questions are about health insurance. {Are you/Is SP} covered by health insurance or some other kind of health care plan?  [Include health insurance obtained through employment or purchased directly as well as government programs like Medicare and Medicaid that provide medical care or help pay medical bills.]","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HID030A","{Are you/Is SP} covered by private insurance?","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HID030B","{Are you/Is SP} covered by Medicare?","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HID030C","{Are you/Is SP} covered by Medicaid/CHIP?","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HID030D","{Are you/Is SP} covered by other government insurance?","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HID030E","{Are you/Is SP} covered by any single service plan?","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HID040","Does the insurance {you have/SP has} cover any part of dental care?","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HIQ011","The (first/next) questions are about health insurance. {Are you/Is SP} covered by health insurance or some other kind of health care plan?  [Include health insurance obtained through employment or purchased directly as well as government programs like Medicare and Medicaid that provide medical care or help pay medical bills.]","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031A","{Are you/Is SP} covered by private insurance?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031AA","No coverage of any type.","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031B","{Are you/Is SP} covered by Medicare?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031C","{Are you/Is SP} covered by Medi-Gap?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031D","{Are you/Is SP} covered by Medicaid?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031E","{Are you/Is SP} covered by CHIP (Children's Health Insurance Program)?","[HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031E","{Are you/Is SP} covered by SCHIP (State Children's Health Insurance Program)?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I]
(Questionnaire / Health Insurance)"
"HIQ031F","{Are you/Is SP} covered by military health plan (Tricare/VA/Champ-VA)?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031G","{Are you/Is SP} covered by Indian Health Service?","[HIQ_D, HIQ_E, HIQ_G, HIQ_H, HIQ_I]
(Questionnaire / Health Insurance)"
"HIQ031H","{Are you/Is SP} covered by state-sponsored health plan?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031I","{Are you/Is SP} covered by other government insurance?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ031J","{Are you/Is SP} covered by any single service plan?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ105","Insurance card available or not.","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ210","In the past 12 months, was there any time when {you/SP} did not have any health insurance coverage?","[HIQ, HIQ_B, HIQ_C, HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ220","About how long has it been since {you/SP} last had health care coverage?","[HIQ, HIQ_B, HIQ_C]
(Questionnaire / Health Insurance)"
"HIQ260","{Do you/Does SP} have Medicare?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HIQ270","{Does this plan/Do any of these plans} cover any part of the cost of prescriptions?","[HIQ_D, HIQ_E, HIQ_F, HIQ_G, HIQ_H, HIQ_I, HIQ_J]
(Questionnaire / Health Insurance)"
"HOD010","I'd like to ask you a few questions about your home.  Is your home . . .","[HOQ, HOQ_B]
(Questionnaire / Housing Characteristics)"
"HOD011","I'd like to ask you a few questions about your home.  Is your home . . .","[HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD030","How many apartments are in this building?  Would you say . . .","[HOQ, HOQ_B, HOQ_C, HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOD040","When was this {mobile home/house/building} originally built?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD050","How many rooms are in this home?  Count the kitchen but not the bathroom.","[HOQ, HOQ_B, HOQ_C, HOQ_D, HOQ_E, HOQ_F, HOQ_G, HOQ_H, HOQ_I, HOQ_J]
(Questionnaire / Housing Characteristics)"
"HOD060","How many years {have you/has your family} lived at this address?","[HOQ, HOQ_B, HOQ_C, HOQ_D, HOQ_E, HOQ_F]
(Questionnaire / Housing Characteristics)"
"HOD140","During the last 12 months, were any areas inside your home painted, such as walls, trim or ceilings?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD150","When this painting was done did someone sand or scrape off any of the old paint?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD160","Are there any rooms in your home where you can see paint that is peeling, flaking or chipping off the walls, ceilings, doors, or windows?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD170","In any of these rooms, can you see at least one total area of peeling, flaking or chipping paint that is larger than one page of a regular newspaper?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD180","How many rooms have this much peeling, flaking or chipping paint?  [Areas that are larger than one page of regular newspaper.]","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD190","Can you see paint that is peeling, flaking or chipping on any outside area of your {house/building}?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD210","Can you see any total area of peeling, flaking or chipping paint on any outside area that is larger than a regular door?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOD220","The next questions are about work that has been done in your home in the past 12 months.  In the past 12 months, have you or anyone else . . .replaced a window, cabinet or wall in your home?","[HOQ, HOQ_B, HOQ_C]
(Questionnaire / Housing Characteristics)"
"HOQ011","I'd like to ask you a few questions about your home.  Is your home . . .","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ040","When was this {mobile home/house/building} originally built?","[HOQ_D, HOQ_E, HOQ_F]
(Questionnaire / Housing Characteristics)"
"HOQ065","Is this {mobile home/house/apartment} owned, being bought, rented, or occupied by some other arrangement by {you/you or someone else in your family}?","[HOQ, HOQ_B, HOQ_C, HOQ_D, HOQ_E, HOQ_F, HOQ_G, HOQ_H, HOQ_I, HOQ_J]
(Questionnaire / Housing Characteristics)"
"HOQ070","What is the source of tap water in this home?  Is it a private or public water company, a private or public well, or something else?","[HOQ, HOQ_B, HOQ_C, HOQ_D, HOQ_E, HOQ_F]
(Questionnaire / Housing Characteristics)"
"HOQ080","Are any of the water treatment devices listed on this card used in your home?","[HOQ, HOQ_B, HOQ_C, HOQ_D, HOQ_E, HOQ_F]
(Questionnaire / Housing Characteristics)"
"HOQ230","In the past 12 months, has your home had a mildew odor or musty smell?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ240","In the past 12 months, have you seen any cockroaches in your home?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ250","Do any dogs, cats or other small furry animals, such as a rabbit, guinea pig or hamster, live or spend time in your home?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ260A","Which kind of pet is it?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ260B","Which kind of pet is it?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ260C","Which kind of pet is it?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ270","In the last 12 months, did any dogs, cats or other small furry animals, such as a rabbit, guinea pig or hamster, live or spend time inside your home?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ280A","What kind of pet was it?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ280B","What kind of pet was it?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HOQ280C","What kind of pet was it?","[HOQ_D]
(Questionnaire / Housing Characteristics)"
"HRDHG","Total Hair Mercury as ug mercury/gram hair (ppm): MDL is Detection Limit (See Documentation for  Definitions)","[LAB22]
(Laboratory / Mercury - Hair)"
"HRDHGLC","The comment code associated with the value of the HRXHG variable (see Documentation for definitions)","[LAB22]
(Laboratory / Mercury - Hair)"
"HRDHGLC2","The comment code associated with the value of the HRDHG variable (see Documentation for definitions)","[LAB22]
(Laboratory / Mercury - Hair)"
"HRQ010","Has your hair been given a permanent or been treated with a hair dye or a hair straightener within the last month?","[LAB22]
(Laboratory / Mercury - Hair)"
"HRXHG","Total Hair Mercury as ug mercury/gram hair (ppm): MQL is Detection Limit (See Documentation for Definitions)","[LAB22]
(Laboratory / Mercury - Hair)"
"HSAQUEX","Source of Health Status Data","[HSQ, HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F, HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HSD010","{First/Next} I have some general questions about {your/SP's} health.  Would you say {your/SP's} health in general is . . .","[HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F]
(Questionnaire / Current Health Status)"
"HSD010","Next I have some general questions about {your/SP's} health. Would you say {your/SP's} health in general is . . .","[HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HSD570","During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY LAST YEAR), a year ago, (have you/has SP) donated blood?","[HSQ_B]
(Questionnaire / Current Health Status)"
"HSQ470","The next questions are about {your/SP's} recent health during the 30 days outlined on the calendar.  Thinking about {your/SP's} physical health, which includes physical illness and injury, for how many days during the past 30 days was {your/his/her} physical health not good?","[HSQ_G]
(Questionnaire / Current Health Status)"
"HSQ470","The next set are of questions are about {your/SP's} recent health during the 30 days outlined on the calendar.  Thinking about {your/SP's} physical health, which includes physical illness and injury, for how many days during the past 30 days was {your/his/her} physical health not good?","[HSQ_C, HSQ_D, HSQ_E, HSQ_F]
(Questionnaire / Current Health Status)"
"HSQ470","The next set of questions are about {your/SP's} recent health during the 30 days outlined on the calendar.  Thinking about {your/SP's} physical health, which includes physical illness and injury, for how many days during the past 30 days was {your/his/her} physical health not good?","[HSQ_B]
(Questionnaire / Current Health Status)"
"HSQ480","Now thinking about {your/SP's} mental health, which includes stess, depression, and problems with emotions, for how many days during the past 30 days was {your/his/her} mental health not good?","[HSQ_B, HSQ_G]
(Questionnaire / Current Health Status)"
"HSQ480","Now thinking about {your/SP's} mental health, which includes stress, depression, and problems with emotions, for how many days during the past 30 days was {your/his/her} mental health not good?","[HSQ_C, HSQ_D, HSQ_E, HSQ_F]
(Questionnaire / Current Health Status)"
"HSQ490","During the past 30 days, for about how many days did poor physical or mental health keep {you/SP} from doing {your/his/her} usual activities, such as self-care, work, school or recreation?","[HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F, HSQ_G]
(Questionnaire / Current Health Status)"
"HSQ493","During the past 30 days, for about how many days did pain make it hard for {you/SP} to do {your/his/her} usual activities, such as self-care, work, or recreation?","[HSQ_E, HSQ_F, HSQ_G]
(Questionnaire / Current Health Status)"
"HSQ496","During the past 30 days, for about how many days {have you/has SP} felt worried, tense, or anxious?","[HSQ_E, HSQ_F, HSQ_G]
(Questionnaire / Current Health Status)"
"HSQ500","Did {you/SP} have a head cold or chest cold that started during those 30 days?","[HSQ, HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F, HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HSQ510","Did {you/SP} have a stomach or intestinal illness with vomiting or diarrhea that started during those 30 days?","[HSQ, HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F, HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HSQ520","Did {you/SP} have flu, pneumonia, or ear infections that started during those 30 days?","[HSQ, HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F, HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HSQ570","During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY LAST YEAR), a year ago, (have you/has SP) donated blood?","[HSQ]
(Questionnaire / Current Health Status)"
"HSQ571","During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY LAST YEAR), (have you/has SP) donated blood?","[HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HSQ571","During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY LAST YEAR), a year ago, (have you/has SP) donated blood?","[HSQ_C, HSQ_D, HSQ_E, HSQ_F]
(Questionnaire / Current Health Status)"
"HSQ580","How long ago was {your/SP's} last blood donation?","[HSQ, HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F, HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HSQ590","Except for tests {you/SP} may have had as part of blood donations, {have you/has he/has she} ever had {your/his/her} blood tested for the AIDS virus infection?","[HSQ, HSQ_B, HSQ_C, HSQ_D, HSQ_E, HSQ_F, HSQ_G, HSQ_H, HSQ_I, HSQ_J]
(Questionnaire / Current Health Status)"
"HT_CM","Standing height in centimeters.","[GROWTHCH]
(Examination / Growth Chart)"
"HUD070","{During the past 12 months, were you/{Was/was} SP} a patient in a hospital overnight?  Do not include an overnight stay in the emergency room.","[HUQ_B]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUD080","How many different times did {you/SP} stay in any hospital overnight or longer {during the past 12 months}?","[HUQ, HUQ_C, HUQ_D]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUD080","How many different times did {you/SP} stay in any hospital overnight or longer {during the past 12 months}? (Do not count total number of nights, just total number of hospital admissions for stays which lasted 1 or more nights.)","[HUQ_E, HUQ_F, HUQ_G, HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ010","{First/Next} I have some general questions about {your/SP's} health.  Would you say {your/SP's} health in general is . . .","[HUQ, HUQ_B, HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G, HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ020","Compared with 12 months ago, would you say {your/SP's} health is now . . .","[HUQ, HUQ_B, HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G, HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ030","Is there a place that {you/SP} usually {go/goes} when {you are/he/she is} sick or {you/s/he} need{s} advice about {your/his/her} health?","[HUQ, HUQ_B, HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G, HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ040","What kind of place {do you/does SP} go to most often:  is it a clinic, doctor's office, emergency room, or some other place?","[HUQ, HUQ_B, HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ041","{What kind of place is it - a clinic, doctor's office, emergency room, or some other place?} {What kind of place {do you/does SP} go to most often - a clinic, doctor's office, emergency room, or some other place?}","[HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ050","{During the past 12 months, how/How} many times {have you/has SP} seen a doctor or other health care professional about {your/his/her} health at a doctor's office, a clinic, hospital emergency room, at home or some other place?  Do not include times {you were/s/he was} hospitalized overnight.","[HUQ, HUQ_B, HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ051","{During the past 12 months, how/How} many times {have you/has SP} seen a doctor or other health care professional about {your/his/her} health at a doctor's office, a clinic or some other place?  Do not include times {you were/s/he was} hospitalized overnight, visits to hospital emergency rooms, home visits or telephone calls.","[HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ060","About how long has it been since {you/SP} last saw or talked to a doctor or other health care professional about {your/his/her} health?  Include doctors seen while {you were} {he/she was} a patient in a hospital.  Has it been . . .","[HUQ, HUQ_B, HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ061","About how long has it been since {you/SP} last saw or talked to a doctor or other health care professional about {your/his/her} health?  Include doctors seen while {you were} {he/she was} a patient in a hospital.  Has it been . . .","[HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ070","{During the past 12 months, were you/{Was/was} SP} a patient in a hospital overnight?  Do not include an overnight stay in the emergency room.","[HUQ]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ071","{During the past 12 months, were you/{was} SP} a patient in a hospital overnight?  Do not include an overnight stay in the emergency room.","[HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ071","{During the past 12 months, were you/{Was/was} SP} a patient in a hospital overnight?  Do not include an overnight stay in the emergency room.","[HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ080","How many different times did {you/SP} stay in any hospital overnight or longer {during the past 12 months}?","[HUQ_B]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ082","During the past 12 months, {were you/was SP} a patient at a long term care or rehabilitation facility?  Do not include residential facilities where health care was not provided.","[HUQ_B, HUQ_C]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ084","How many total days did {you/SP}stay in a long term care or rehabilitation facility?","[HUQ_B, HUQ_C]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ086","During the past 12 months, has anyone in your household (not including yourself) been in an acute care hospital, long term care facility, or rehabilitation facility overnight?  Do not include clinics or same day stays.","[HUQ_B, HUQ_C]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ088a","What was the type of facility?","[HUQ_B, HUQ_C]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ088b","What was the type of facility?","[HUQ_B, HUQ_C]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ088c","What was the type of facility?","[HUQ_B, HUQ_C]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ090","During the past 12 months, that is since {DISPLAY CURRENT MONTH} of {DISPLAY LAST YEAR}, {have you/has SP} seen or talked to a mental health professional such as a psychologist, psychiatrist, psychiatric nurse or clinical social worker about {your/his/her } health?","[HUQ, HUQ_B]
(Questionnaire / Hospital Utilization & Access to Care)"
"HUQ090","During the past 12 months, that is since {DISPLAY CURRENT MONTH} of {DISPLAY LAST YEAR}, {have you/has SP} seen or talked to a mental health professional such as a psychologist, psychiatrist, psychiatric nurse or clinical social worker about {your/his/her} health?","[HUQ_C, HUQ_D, HUQ_E, HUQ_F, HUQ_G, HUQ_H, HUQ_I, HUQ_J]
(Questionnaire / Hospital Utilization & Access to Care)"
"IMD010","{Have you/Has SP} ever received hepatitis A vaccine?  This vaccine is given as a two dose series routinely to some children older than 2 years, and to some adults and people who travel outside the United States.  It has only been available since 1995.","[IMQ_C]
(Questionnaire / Immunization)"
"IMD080","Which of the HPV vaccines did {you/SP} receive, Cervarix or Gardasil?","[IMQ_I]
(Questionnaire / Immunization)"
"IMQ010","{Have you/Has SP} ever received the hepatitis A vaccine series?  This is a two dose vaccine that is given to people who travel outside the United States.  It has only been available since 1995.","[IMQ, IMQ_B]
(Questionnaire / Immunization)"
"IMQ011","{Have you/Has SP} ever received hepatitis A vaccine?  This vaccine is given as a two dose series routinely to some children older than 2 years, and to some adults and people who travel outside the United States.  It has only been available since 1995.","[IMQ_D]
(Questionnaire / Immunization)"
"IMQ011","Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years and also to some adults, especially people who travel outside the United States.  It has only been available since 1995.  {Have you/Has SP} ever received hepatitis A vaccine?","[IMQ_E, IMQ_F, IMQ_G, IMQ_H, IMQ_I, IMQ_J]
(Questionnaire / Immunization)"
"IMQ020","{Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?  This vaccine is given in three separate doses and has been recommended for all newborn infants since 1991.  In 1995, it was recommended that adolescents be given the vaccine. Persons who may be exposed to other people's blood, such as health care workers, also may have received the vaccine.","[IMQ, IMQ_B, IMQ_C, IMQ_D]
(Questionnaire / Immunization)"
"IMQ020","Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all newborn infants since 1991.  In 1995, it was recommended that adolescents be given the vaccine.  Persons who may be exposed to other people's blood, such as health care workers, also may have received the vaccine.  {Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?","[IMQ_E, IMQ_F, IMQ_G, IMQ_H, IMQ_I, IMQ_J]
(Questionnaire / Immunization)"
"IMQ030","{Have you/Has SP} ever had a pneumonia vaccination?  This shot is usually given only once in a person's lifetime and is different from a flu shot.","[IMQ, IMQ_B, IMQ_C]
(Questionnaire / Immunization)"
"IMQ040","Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women.  It is given in 3 separate doses over 6 months and has been recommended for girls and women since June, 2006.  {Have you/Has SP} ever received one or more doses of the HPV vaccine?  (The brand name for the vaccine is Gardasil.)","[IMQ_E, IMQ_F]
(Questionnaire / Immunization)"
"IMQ040","Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women.  There are two HPV vaccines available called Cervarix and Gardasil.  It is given in 3 separate doses over a 6 month period.  {Have you/Has SP} ever received one or more doses of the HPV vaccine?","[IMQ_G, IMQ_H]
(Questionnaire / Immunization)"
"IMQ045","How many doses {have you/has SP} received?","[IMQ_E, IMQ_F]
(Questionnaire / Immunization)"
"IMQ045","How many doses of {Cervarix/Gardasil/the vaccine} {have you/has SP} received?","[IMQ_G, IMQ_H]
(Questionnaire / Immunization)"
"IMQ060","Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women.  The HPV vaccines available are called Cervarix, Gardasil or Gardasil 9.  It is given in 2 or 3 separate doses over a 6 month period.  {Have you/Has SP} ever received one or more doses of the HPV vaccine?","[IMQ_J]
(Questionnaire / Immunization)"
"IMQ060","Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women.  The HPV vaccines available are called Cervarix, Gardasil or Gardasil 9.  It is given in 3 separate doses over a 6 month period.  {Have you/Has SP} ever received one or more doses of the HPV vaccine?","[IMQ_I]
(Questionnaire / Immunization)"
"IMQ070","Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and men.  It is given in 2 or 3 separate doses over a 6 month period.  {Have you/Has SP} ever received one or more doses of the HPV vaccine? (The brand name for the vaccine is Gardasil.)","[IMQ_J]
(Questionnaire / Immunization)"
"IMQ070","Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and men.  It is given in 3 separate doses over a 6 month period.  {Have you/Has SP} ever received one or more doses of the HPV vaccine? (The brand name for the vaccine is Gardasil.)","[IMQ_G, IMQ_H, IMQ_I]
(Questionnaire / Immunization)"
"IMQ080","Which of the HPV vaccines did {you/SP} receive, Cervarix or Gardasil?","[IMQ_G, IMQ_H]
(Questionnaire / Immunization)"
"IMQ081A","Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?","[IMQ_J]
(Questionnaire / Immunization)"
"IMQ081B","Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?","[IMQ_J]
(Questionnaire / Immunization)"
"IMQ081C","Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?","[IMQ_J]
(Questionnaire / Immunization)"
"IMQ081D","Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?","[IMQ_J]
(Questionnaire / Immunization)"
"IMQ090","How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/Gardasil 9/Gardasil or Gardasil 9/the vaccine}?","[IMQ_I, IMQ_J]
(Questionnaire / Immunization)"
"IMQ090","How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/the vaccine}?","[IMQ_G, IMQ_H]
(Questionnaire / Immunization)"
"IMQ100","How many doses of {Cervarix/Gardasil/Gardasil or Gardasil 9/the vaccine} {have you/has SP} received?","[IMQ_I, IMQ_J]
(Questionnaire / Immunization)"
"IND235","Monthly family income (reported as a range value in dollars).","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"IND247","Total savings or cash assets at this time for {you/NAMES OF OTHER FAMILY/your family}.","[INQ_E, INQ_F, INQ_G, INQ_H]
(Questionnaire / Income)"
"IND310","Total savings or cash assets at this time for {you/NAMES OF OTHER FAMILY/your family}.","[INQ_I, INQ_J]
(Questionnaire / Income)"
"INDFMIN2","Total family income (reported as a range value in dollars)","[DEMO_E, DEMO_F, DEMO_G, DEMO_H, DEMO_I, DEMO_J]
(Demographics / Demographic Variables & Sample Weights, Demographics / Demographic Variables and Sample Weights)"
"INDFMINC","Total family income (reported as a range value in dollars)","[DEMO, DEMO_B, DEMO_C, DEMO_D]
(Demographics / Demographic Variables & Sample Weights)"
"INDFMMPC","Family monthly poverty level index categories.","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INDFMMPI","Family monthly poverty level index, a ratio of monthly family income to the HHS poverty guidelines specific to family size.","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INDFMPIR","A ratio of family income to poverty guidelines.","[DEMO_G, DEMO_H, DEMO_I, DEMO_J]
(Demographics / Demographic Variables & Sample Weights, Demographics / Demographic Variables and Sample Weights)"
"INDFMPIR","A ratio of family income to poverty threshold","[DEMO_E, DEMO_F]
(Demographics / Demographic Variables & Sample Weights)"
"INDFMPIR","Poverty income ratio (PIR) - a ratio of family income to poverty threshold","[DEMO, DEMO_B, DEMO_C, DEMO_D]
(Demographics / Demographic Variables & Sample Weights)"
"INDHHIN2","Total household income (reported as a range value in dollars)","[DEMO_E, DEMO_F, DEMO_G, DEMO_H, DEMO_I, DEMO_J]
(Demographics / Demographic Variables & Sample Weights, Demographics / Demographic Variables and Sample Weights)"
"INDHHINC","Total household income (reported as a range value in dollars)","[DEMO, DEMO_B, DEMO_C, DEMO_D]
(Demographics / Demographic Variables & Sample Weights)"
